run number,run class,title,start date/time,stop date/time,config name,Gas,Pressure,Cathode,Micromegas,E-trans,MTHGEM,Ring,smartZAP,Field,Mesh Threshold,Comments
257,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-15 22:00:22,2021-07-15 22:06:17,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
258,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-15 22:07:12,2021-07-15 22:09:12,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
259,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-15 22:09:32,2021-07-15 23:09:48.219097,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
260,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-15 23:10:22,2021-07-16 00:10:28.873500,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
261,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 00:11:09,2021-07-16 01:11:22.429831,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
262,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 01:12:17,2021-07-16 02:03:03.295443,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
263,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 02:18:13,2021-07-16 03:18:24.354637,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
264,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 03:19:03,2021-07-16 04:19:14.381245,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
265,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 04:19:44,2021-07-16 04:44:40.101294,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
266,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 04:45:39,2021-07-16 05:46:05.357667,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
267,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 05:46:34,2021-07-16 06:46:40.678498,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
268,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 06:47:36,2021-07-16 07:03:55.681353,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
269,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 07:04:36,2021-07-16 08:04:01.040736,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
270,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 08:04:30,2021-07-16 09:04:18.746703,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
271,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 09:04:46,2021-07-16 10:04:47.145314,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
272,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 10:05:27,2021-07-16 11:05:22.721762,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
273,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 11:06:12,2021-07-16 12:06:06,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
274,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 12:06:51,2021-07-16 13:12:32,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
275,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 13:13:12,2021-07-16 14:11:12,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
276,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 14:11:47,2021-07-16 14:53:28,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
277,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 14:59:13,2021-07-16 16:05:49,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
278,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 16:06:24,2021-07-16 17:06:52,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
279,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 17:07:24,2021-07-16 17:48:37,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
280,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 18:14:35,2021-07-16 19:15:50,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
281,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 19:16:25,2021-07-16 19:44:26,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
282,TEST,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 20:21:55,2021-07-16 20:24:16,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
283,TEST,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 20:26:41,2021-07-16 20:35:31,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
284,TEST,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 20:42:26,2021-07-16 20:43:22,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
285,TEST,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 20:49:46,2021-07-16 20:50:31,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
286,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 21:02:07,2021-07-16 22:02:52.935392,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
287,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 22:03:33,2021-07-16 23:05:29.443633,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
288,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 23:06:39,2021-07-17 00:05:40.690164,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
289,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-17 00:07:20,2021-07-17 01:13:07,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
290,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-17 01:14:47,2021-07-17 02:11:50,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
291,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-17 02:13:10,2021-07-17 03:11:21,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
292,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-17 03:12:31,2021-07-17 04:12:14,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
293,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-17 04:12:38,2021-07-17 05:15:02,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
294,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-17 05:15:25,2021-07-17 06:08:55,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Beam rate fluctuated wildly about 40 minutes in.
295,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-17 06:12:06,2021-07-17 07:11:22.324337,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
296,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-17 07:11:57,2021-07-17 08:12:25.854036,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
297,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-17 08:12:45,2021-07-17 09:12:57.436843,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
298,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-17 09:13:17,2021-07-17 10:14:18.072390,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
299,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-17 10:14:43,2021-07-17 11:16:09.394187,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
300,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-17 11:17:24,2021-07-17 12:17:20.770028,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
301,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-17 12:17:54,2021-07-17 13:17:57.096232,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
302,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-17 13:18:46,2021-07-17 14:19:55.295299,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
303,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-17 14:20:34,2021-07-17 15:19:56.891210,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
304,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-17 15:20:36,2021-07-17 16:21:47.356292,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
305,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-17 16:22:27,2021-07-17 17:22:22.730618,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
306,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-17 17:22:48,2021-07-17 18:22:53.331374,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
307,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-17 18:23:28,2021-07-17 19:23:34.909231,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
308,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-17 19:24:04,2021-07-17 20:24:26,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
309,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-17 20:24:46,2021-07-17 21:25:31,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
310,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-17 21:26:11,2021-07-17 22:26:59,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
311,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-17 22:27:19,2021-07-17 23:27:30,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
312,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-17 23:28:00,2021-07-18 00:28:06,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
313,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-18 00:28:30,2021-07-18 01:29:07,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
314,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-18 01:30:17,2021-07-18 02:31:07,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
315,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-18 02:31:33,2021-07-18 03:32:33,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
316,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-18 03:33:43,2021-07-18 04:32:15,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
317,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-18 04:32:38,2021-07-18 05:32:34,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
318,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-18 05:32:59,2021-07-18 06:33:50,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
320,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-18 07:36:05,2021-07-18 08:39:26,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
320,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-18 06:34:09,2021-07-18 07:35:45,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,
321,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-18 08:40:06,2021-07-18 09:40:07,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Voltage tripped - only DS beam triggers
322,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-18 09:40:32,2021-07-18 10:41:50,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Voltage tripped - only DS beam triggers
323,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-18 10:42:08,2021-07-18 11:44:04,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Voltage tripped - only DS beam triggers
324,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-18 11:44:24,2021-07-18 12:11:59,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Voltage tripped - only DS beam triggers
325,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-18 12:23:39,2021-07-18 12:28:44,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Voltage back on - run OK
326,TEST,Be10 9.6 MeV/u on D2 600 Torr,2021-07-18 12:37:04,2021-07-18 12:48:10.261321,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Without stripper foils
327,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-18 12:49:00,2021-07-18 12:51:44,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,"Stripper foils back in, normal conditions"
328,TEST,Be10 9.6 MeV/u on D2 600 Torr,2021-07-18 13:03:25,2021-07-18 13:08:20.608452,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,"Chandana testing - different mass, 29, BeF"
329,TEST,Be10 9.6 MeV/u on D2 600 Torr,2021-07-18 13:24:24,2021-07-18 13:28:25.802762,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,"Chandana testing - different mass, 26, BeO"
330,TEST,Be10 9.6 MeV/u on D2 600 Torr,2021-07-18 13:43:29,2021-07-18 13:47:00,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Chandana testing -  back to 48 mass
331,TEST,Be10 9.6 MeV/u on D2 600 Torr,2021-07-18 13:58:04,2021-07-18 14:03:36.743389,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Chandana testing -  back to 48 mass
332,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-18 14:08:10,2021-07-18 14:12:40,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,No Beam
333,TEST,Be10 9.6 MeV/u on D2 600 Torr,2021-07-18 14:23:57,2021-07-18 14:26:05.804530,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Source testing - Different mass 10 Be - only see Boron though
334,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-18 14:32:27,2021-07-18 15:32:02.033607,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,"Source testing - same mass as experiment, try to crank up the intensity"
335,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-18 15:32:31,2021-07-18 16:21:16.959642,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,"Source testing - same mass as experiment, source material is nearly gone"
336,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-18 17:10:58,2021-07-18 17:54:20.740424,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,"Source is being shut off, intensity dwindling off for this run"
337,PROD,Background measurement with alphas,2021-07-18 18:06:20,2021-07-19 04:14:40.365388,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,"No beam, only background measurement"
338,,,2021-07-19 04:23:21.974945,2021-07-19 04:23:52.018660,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
339,,,2021-07-19 04:26:52.164565,2021-07-19 04:27:21.911564,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
340,,,2021-07-19 15:22:00.353854,2021-07-19 15:23:06.545222,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
341,TEST,After rebooting uTCA crate,2021-07-19 15:27:05,2021-07-19 15:27:30,e20009,,,,,,,,,,,Finally recovered CoBo8-AsAd1-AGET1&3!
342,,,2021-07-19 16:54:27.126071,2021-07-19 16:55:41.597682,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
343,,,2021-07-19 16:56:11.085855,2021-07-19 16:57:31.954195,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
344,PROD,Back to Be10 beam on 600 Torr D2 - Almost Pure Be10 beam!,2021-07-19 16:57:57,2021-07-19 17:18:52.050059,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,170.0,Be10 beam from new ion source does not contain any B10!
345,PROD,Back to Be10 beam on 600 Torr D2 - Almost Pure Be10 beam!,2021-07-19 17:54:38,2021-07-19 18:39:28.994136,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,170.0,Be10 beam from new ion source does not contain any B10!
346,PROD,Back to Be10 beam on 600 Torr D2 - Almost Pure Be10 beam!,2021-07-19 18:45:18,2021-07-19 19:51:40.429548,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,170.0,Be10 beam from new ion source does not contain any B10!
347,PROD,Back to Be10 beam on 600 Torr D2 - Almost Pure Be10 beam!,2021-07-19 19:52:10,2021-07-19 20:53:14.340286,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,170.0,Be10 beam from new ion source does not contain any B10!
348,PROD,Back to Be10 beam on 600 Torr D2 - Almost Pure Be10 beam!,2021-07-19 20:54:06,2021-07-19 22:17:41.653819,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,170.0,Be10 beam from new ion source does not contain any B10!
349,PROD,Back to Be10 beam on 600 Torr D2 - Almost Pure Be10 beam!,2021-07-19 22:18:36,2021-07-19 23:04:53.020200,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,170.0,Be10 beam from new ion source does not contain any B10!
350,PROD,Back to Be10 beam on 600 Torr D2 - Almost Pure Be10 beam!,2021-07-19 23:05:27,2021-07-19 23:58:43.928893,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,170.0,Be10 beam from new ion source does not contain any B10!
351,PROD,Back to Be10 beam on 600 Torr D2 - Almost Pure Be10 beam!,2021-07-20 00:02:18,2021-07-20 00:49:09.348843,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,170.0,Be10 beam from new ion source does not contain any B10!
352,PROD,Back to Be10 beam on 600 Torr D2 - Almost Pure Be10 beam!,2021-07-20 00:49:43,2021-07-20 01:44:54.300508,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,170.0,Be10 beam from new ion source does not contain any B10!
353,PROD,Back to Be10 beam on 600 Torr D2 - Almost Pure Be10 beam!,2021-07-20 01:45:39,2021-07-20 02:43:40.641731,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,170.0,Be10 beam from new ion source does not contain any B10!
354,PROD,Back to Be10 beam on 600 Torr D2 - Almost Pure Be10 beam!,2021-07-20 02:44:15,2021-07-20 03:25:05,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,170.0,Be10 beam from new ion source does not contain any B10!
355,PROD,Back to Be10 beam on 600 Torr D2 - Almost Pure Be10 beam!,2021-07-20 03:25:25,2021-07-20 04:02:01.805432,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,170.0,Be10 beam from new ion source does not contain any B10!
356,PROD,Back to Be10 beam on 600 Torr D2 - Almost Pure Be10 beam!,2021-07-20 04:03:21,2021-07-20 04:53:57,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,170.0,Be10 beam from new ion source does not contain any B10!
357,PROD,Back to Be10 beam on 600 Torr D2 - Almost Pure Be10 beam!,2021-07-20 04:55:58,2021-07-20 05:20:07,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,170.0,"Be10 beam from new ion source does not contain any B10!  , count rate went up from 3000-13000"
358,PROD,Back to Be10 beam on 600 Torr D2 - Almost Pure Be10 beam!,2021-07-20 05:22:57,2021-07-20 05:33:42,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,170.0,"Be10 beam from new ion source does not contain any B10!  , beam stopped from 1:38-1:54 am"
359,PROD,Back to Be10 beam on 600 Torr D2 - Almost Pure Be10 beam!,2021-07-20 05:52:53,2021-07-20 06:53:41,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,170.0,Be10 beam from new ion source does not contain any B10! 10 first minutes count rate was 250
360,PROD,Back to Be10 beam on 600 Torr D2 - Almost Pure Be10 beam!,2021-07-20 06:54:35,2021-07-20 07:03:27,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,170.0,This run was very short due to daq stoped taking data and I stopped and re-start all
361,PROD,Back to Be10 beam on 600 Torr D2 - Almost Pure Be10 beam!,2021-07-20 07:04:30,2021-07-20 07:36:32,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,170.0,Count rate start at 2200 and run ended at 900; trigger rate was 17 to 7 respectively
362,PROD,Back to Be10 beam on 600 Torr D2 - Almost Pure Be10 beam!,2021-07-20 07:37:03,2021-07-20 08:41:09,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,170.0,Be10 beam from new ion source does not contain any B10!
363,PROD,Back to Be10 beam on 600 Torr D2 - Almost Pure Be10 beam!,2021-07-20 08:42:04,2021-07-20 09:38:30,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,170.0,Be10 beam from new ion source does not contain any B10!
364,PROD,Back to Be10 beam on 600 Torr D2 - Almost Pure Be10 beam!,2021-07-20 09:39:40,2021-07-20 10:07:35,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,170.0,Be10 beam from new ion source does not contain any B10!
365,PROD,Back to Be10 beam on 600 Torr D2 - Almost Pure Be10 beam!,2021-07-20 10:08:05,2021-07-20 11:04:06,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,170.0,Be10 beam from new ion source does not contain any B10!
366,PROD,Back to Be10 beam on 600 Torr D2 - Almost Pure Be10 beam!,2021-07-20 11:04:37,2021-07-20 11:48:23,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,170.0,Count rate is about 3000 and trigger rate is about 20
367,PROD,Back to Be10 beam on 600 Torr D2 - Almost Pure Be10 beam!,2021-07-20 11:48:53,2021-07-20 12:00:07,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,170.0,Count rate is about 3000 and trigger rate is about 20
368,PROD,Back to Be10 beam on 600 Torr D2 - Almost Pure Be10 beam!,2021-07-20 12:00:47,2021-07-20 12:04:03,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,170.0,Count rate is about 3000 and trigger rate is about 20
369,JUNK,Pulser run 200 mV,2021-07-20 13:45:52,2021-07-20 13:47:42,e20009,,,,,,,,,,,Pulser was not set correctly
370,JUNK,Pulser run 400 mV,2021-07-20 14:22:22,2021-07-20 14:24:03,e20009,,,,,,,,,,,Pulser was not set correctly
371,JUNK,Pulser run 100 mV,2021-07-20 14:43:28,2021-07-20 14:45:17,e20009,,,,,,,,,,,Pulser was not set correctly
372,PULS,Pulser run 100 mV,2021-07-20 14:56:52,2021-07-20 14:58:38.051347,e20009,,,,,,,,,,,
373,PULS,Pulser run 200 mV,2021-07-20 15:08:12,2021-07-20 15:10:12.969573,e20009,,,,,,,,,,,
374,PULS,Pulser run 300 mV,2021-07-20 15:31:48,2021-07-20 15:33:53.451461,e20009,,,,,,,,,,,
375,PULS,Pulser run 400 mV,2021-07-20 15:34:23,2021-07-20 15:36:13.436244,e20009,,,,,,,,,,,
376,PULS,Pulser run 500 mV,2021-07-20 15:36:33,2021-07-20 15:38:14.047882,e20009,,,,,,,,,,,
377,PULS,Pulser run 750 mV,2021-07-20 15:39:43,2021-07-20 15:42:18.647368,e20009,,,,,,,,,,,
378,PULS,Pulser run 1000 mV,2021-07-20 15:42:48,2021-07-20 15:44:53.625190,e20009,,,,,,,,,,,
379,PULS,Pulser run 1250 mV,2021-07-20 15:49:58,2021-07-20 15:51:49.300330,e20009,,,,,,,,,,,
380,PULS,Pulser run 1500 mV,2021-07-20 16:14:08,2021-07-20 16:15:53,e20009,,,,,,,,,,,
381,PULS,Pulser run 1750 mV,2021-07-20 16:16:38,2021-07-20 16:18:18,e20009,,,,,,,,,,,
382,PULS,Pulser run 2000 mV,2021-07-20 16:19:08,2021-07-20 16:21:09.014835,e20009,,,,,,,,,,,
